source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
66714109262253952,56.886697449151036,24.075041335175655,-2.7991740535770417,2.653433,3.021100230590897,-2.096988369934375,20.768019,0.7659378,,
66714143621630592,56.89046991969565,24.093680313546347,,,,,20.24677,1.523365,,
66714143621778816,56.89403296391352,24.09157777325271,,,,,20.706797,1.211832,,
66714177981183104,56.883436649072706,24.094375215200113,0.6420034596498525,0.33349735,2.723100658841009,-0.5254247160221504,18.784866,1.3660488,,
66714177981183232,56.8857088170967,24.092932945391663,0.32340965373196223,0.32918003,6.867222412460397,-11.426919923619485,18.848267,1.4123993,,
66714177981190016,56.87191622115924,24.087486121621573,-0.20886640898712214,0.6837838,0.520597149238131,-0.7852401134010156,19.759907,0.90945435,,
66714177981308800,56.87471148663865,24.096925873956415,7.3060498316672735,0.15838942,19.549174656906196,-44.04487051734967,17.282734,1.6539793,,
66714177981309184,56.88364145449351,24.08919837535655,0.6167244248490418,1.2652651,2.1399871179528493,-5.554130827000031,20.459728,2.2166367,,
66714177983353600,56.87516951626421,24.09216352691839,0.1099301451219603,0.10795593,3.301182869031897,-0.9415622392839147,15.942927,0.96188736,,
66714212340915456,56.885172353657325,24.10134287745927,-0.005121450626031809,0.651744,-0.2290318885308325,-1.7737984635882946,19.549566,0.84910965,,
66714242407113088,56.84417719866173,24.07670929024956,0.6366701787298602,0.08216005,4.128291217123797,-5.920200702349285,16.887772,1.2687626,,
66714246702832128,56.8367609363885,24.080345816143993,1.933070467694074,0.017977383,-3.9964298114240395,-7.575071779264453,12.631272,1.2979126,-26.988855,0.76478153
66714281062569600,56.85831297825326,24.09113849428959,0.10550728390826611,0.044288393,1.5652545729943106,0.18006261006814583,15.711439,1.3117914,,
66714281062596736,56.85273970848359,24.09129593575219,1.8006612079289792,0.019303218,-4.158845011450817,-12.28731649851839,13.740361,1.1672497,,
66714315420148224,56.840577475434486,24.090873634137548,0.1580615922532367,0.5811425,-1.3119240692348655,-0.4158422460321798,19.762255,1.1041908,,
66714384139954816,56.862005757399984,24.09750994982646,,,,,20.875282,0.15673828,,
66714384141811712,56.85677438391798,24.10426661074444,1.9847748653778396,0.064734556,50.26094847966394,-28.844458331233383,15.898042,1.5220671,,
66714384142368256,56.87125084725649,24.10493447522506,,,,,2.896132,0.14834332,,
66714418499341184,56.88036683835673,24.11409330103525,0.13168428062029544,0.38366508,0.3943816137965444,0.5792328345080028,18.721428,0.44015694,,
66714418501518848,56.87239647545671,24.114112461279156,7.311236732528621,0.095931165,20.936026699698907,-44.53787427995938,16.853323,2.087882,,
66714452859095296,56.851673685586746,24.104913642144737,-0.5476448036191269,0.4724535,0.275825222151614,-0.6936011405633985,19.410706,0.8743801,,
66714487218820864,56.862712615758774,24.121038791713346,0.14501306408146952,0.4202519,3.216514120697685,-3.592202721358418,19.316761,1.3845158,,
66714521578559488,56.906979886808365,24.096731641699044,0.10832042508843831,0.19615614,1.1485360729170635,-2.1096008150107677,18.304394,0.8661976,,
66714551644233728,56.92392216345789,24.111642591760592,0.8595229112248504,0.6235396,-2.3154607844652046,-6.135813743720138,19.979548,1.877428,,
66714555938360704,56.92195767616681,24.113610769483753,,,,,20.748363,2.2840729,,
66714590298031360,56.89134860199909,24.11573564192931,-0.27165934785431367,0.25414762,-0.11625324957023536,-0.870559742785139,18.69314,0.7715893,,
66714590298032640,56.89674544333956,24.1058710373454,0.6649876901445716,0.834352,0.9151737025424793,-5.398044190785672,20.054314,2.2658386,,
66714590298385920,56.89500843332482,24.119179513626925,,,,,20.930927,1.3292389,,
66714624658124800,56.910564563226266,24.1261957326506,,,,,20.692003,2.2840405,,
66714693377233920,56.94194088086558,24.130209108266953,-0.27196492688167423,0.29886892,-0.04089898201605474,-2.415230696105355,19.084126,1.471138,,
66714693377234944,56.93693394259971,24.130538643338856,2.2703693833730396,0.67003405,0.17366649419351599,-8.087595827009922,19.975336,2.5433178,,
66714723442169088,56.91984088390259,24.138024677491632,2.8428956789746933,0.024810266,-3.2796908007091337,-17.59495492632162,11.513255,1.1079378,-29.226622,0.31468964
66714723442926592,56.913672044658945,24.130085154342613,0.5889030808396072,0.2510333,2.0385973293596362,-6.860816923832099,18.482277,1.7302952,,
66714727736976640,56.915581185591336,24.133118873306444,0.8728419169315624,0.6382542,0.7030562118462823,-0.15800328985372883,19.901989,0.95122147,,
66714727737180928,56.91934974976646,24.139139672276393,4.297621461921057,1.0497519,11.631084137166038,-85.04617167516712,20.26956,1.2697105,,
66714727737181056,56.91435795618977,24.13173683365474,,,,,20.746262,1.5019531,,
66714762098896640,56.93074836881299,24.152170710892594,0.7604308570170858,0.07638332,8.364012978317906,-2.4343976856367178,16.72816,1.3462448,,
66714762098896896,56.932870815560605,24.147635078294435,0.442125296101993,0.025145229,-4.196535419499197,-4.584487663051478,14.544308,1.4049511,,
66714762098898560,56.92878290468879,24.13741875553582,0.43025613749029923,0.042827774,-0.2339308337353726,-3.7355007793766375,15.735674,1.0023117,,
66714796456460288,56.883007762942476,24.12699136184793,0.5219450307122819,0.9460523,-3.9994271026322634,1.73729803694938,19.805721,2.0575905,,
66714796456657920,56.883435395573755,24.122169577317006,,,,,20.430386,1.2102699,,
66714796458639872,56.8790013973075,24.120251685526025,0.5679944203235502,0.038178008,2.8041830609687866,-4.985505631223764,15.419917,0.9445038,,
66714830816556160,56.89439708076869,24.131179893576007,,,,,20.859219,0.6614342,,
66714865176068480,56.88400394670762,24.13051163459548,,,,,20.48258,3.0275364,,
66714865178148224,56.87614465716478,24.128238550822186,3.4162561739601327,0.1450552,2.7408645314737776,-9.741685077065085,17.582277,2.310297,,
66714933897590144,56.913821163310296,24.14595019246618,0.8907353880183047,0.028631983,5.279755029070209,-3.446010252362172,14.541917,1.1923904,,
66714968257327872,56.918158547053835,24.149256549359446,1.8581516611387352,0.04053131,6.471907555552124,-1.7970820800841594,11.319205,1.3477259,32.067688,0.48554724
66715002615086464,56.90121727538058,24.15299134635388,-0.21534177055443296,0.39377204,-0.8560116187973709,-1.7137393584021023,19.104383,1.1842957,,
66715032679878272,56.91306936512227,24.16352050946219,1.2289599210541913,0.48006573,0.13883909771678826,-2.091912574776512,19.174763,1.7692223,,
66715036974610304,56.90614890683021,24.165488907389776,0.012014708213200574,0.7091316,-0.14241457268352473,-1.4506064341192133,19.908258,1.3630466,,
66715036975093120,56.91191028452979,24.16068043618002,1.7747502500096288,2.1951368,0.9823910008460643,-2.1777574477908126,20.635492,1.3566055,,
66715036975093248,56.9065711767585,24.164960660815634,,,,,20.781322,,,
66715071335244032,56.818379129009486,24.102802926171606,,,,,20.911566,2.0522614,,
66715071336552320,56.82506416684544,24.100597656717632,2.4058092071963655,0.026145127,34.69552993117847,-37.6928547992201,14.361165,1.2281084,,
66715105694123520,56.82982016982982,24.118065523980025,-0.696621516812985,0.53343976,0.28801054024753847,-5.201739220600197,19.545237,1.0543308,,
66715105694124928,56.82503612242155,24.114325760097955,0.25439801179907295,0.73252827,-3.2464342513880906,-9.691188491298377,19.942614,2.493578,,
66715105696289024,56.837760020213594,24.116067483641807,7.199902345703015,0.059760366,20.344160878448307,-45.07643568357508,6.29883,0.009374142,,
66715140056028544,56.810603091689124,24.118018170399477,1.487664512795121,0.017037176,-5.02551234570322,-4.14398053895002,13.370591,0.89510536,,
66715174413940992,56.81753229775729,24.116934165444185,,,,,20.927486,1.8091221,,
66715174413942016,56.81710691523296,24.127050767201414,,,,,20.697138,,,
66715174415764736,56.81909229562351,24.128155937015563,,,,,8.624058,0.6369848,,
66715174415766144,56.82575575197103,24.11849678004517,2.7522242765355425,0.034656476,17.18958592580504,-20.838932495360304,15.194072,1.5974922,,
66715174415766656,56.82045603037588,24.11447098295096,0.8913433034647448,0.108216494,0.36575978438641593,-1.3690441443049024,17.35402,1.45541,,
66715208773782912,56.84288916450584,24.117830921876983,,,,,21.101828,0.37415695,,
66715208774291968,56.835615577681644,24.122902734793193,,,,,20.711035,2.7505474,,
66715243135238912,56.849720188322955,24.13230864430045,2.199111700879802,0.047809318,-3.2471287630587273,-30.980319317629206,15.423153,1.5595217,,
66715273197982848,56.83070036887997,24.138920132623063,7.269312246192696,0.027773846,19.017069653993058,-43.927570681464154,8.243902,0.35392094,,
66715380572144768,56.8094361565452,24.12664763289384,-0.21148970484002777,1.2229187,-1.8674416254053097,0.8277069579701357,20.440977,0.8860111,,
66715410636984192,56.79197187528736,24.131100390060347,-0.5421278230850755,0.45542353,-0.0674283306510505,-1.2839500904322636,19.48294,1.3306904,,
66715414932113792,56.78876149912725,24.130450626490184,,,,,20.822746,1.6003265,,
66715449291954304,56.801263201577996,24.147563406639915,1.126592926828577,1.7293191,-0.8899005844528426,-1.5995269649975516,20.674688,0.4732952,,
66715449293670016,56.801492791501246,24.150729228810086,1.0678371643502595,0.09385149,6.1378043222706005,-6.485603402580387,16.922728,1.6181984,,
66715449293672960,56.794120063425616,24.138080870505615,0.8165488019219193,0.049714748,-3.3024280201949265,2.593396196088058,15.96957,1.178976,,
66715479357695872,56.82719532958735,24.13998486373957,0.5307444705398487,0.11863972,-3.796353259348667,-4.997008804921006,16.823868,0.967247,,
66715483651423872,56.81136061662181,24.142760908746823,1.4208619431002598,1.262926,2.703626446784541,2.5339362320621603,20.420164,1.7310734,,
66715483653995648,56.820529518769085,24.13795210838419,1.8554573635597775,0.54465985,4.523307455108526,-10.832199836117793,18.579845,2.0117931,,
66715513716910976,56.826425329895606,24.150996137231648,-0.13487544337465962,0.09764973,0.5393678305740026,-0.4727770340199042,17.149513,1.2255878,,
66715513716911488,56.8267427023781,24.15803074243757,1.4117673050119408,0.17516248,-2.803808801094994,-4.5785088921647565,17.972948,2.020214,,
66715582436388096,56.82235555950361,24.15736749820899,0.16680484710487492,0.38262492,-6.127113806162728,-4.038214039119648,19.093697,2.0794506,,
66715586730442496,56.81749376058647,24.163503672615555,-0.2488129973378112,1.3131406,2.3631948502234996,-4.6594655511496175,20.363806,1.8791275,,
66715689809654400,56.85819185702607,24.152193521748845,2.7463431816483634,0.828829,-1.1818806293934403,0.9353719376440859,19.988964,1.4847488,,
66715724169760000,56.86673703647064,24.16498081835405,,,,,20.9976,0.35811234,,
66715758531311360,56.883001173332545,24.160908506822203,0.4094262258675535,0.065358646,-0.45608255607098425,-11.186201107278007,16.285183,1.158267,,
66715758531933312,56.884209546203515,24.1572753181975,,,,,21.36561,1.7527466,,
66715788594057600,56.894570173166976,24.179963787563736,0.7702053196114724,0.031075874,-1.1058380822171305,-3.3009604500830263,14.8279915,1.1847191,,
66715788594818944,56.89003607873531,24.172320807673216,0.7814617073610288,0.42129824,3.8956059453056735,-9.224869365183952,19.192984,2.6355953,,
66715827250786432,56.88340577218757,24.173392342814555,7.490687523590323,0.107790254,20.5733425299048,-45.742144344088786,16.877417,3.0139809,,
66715827250857600,56.88480464862885,24.174163463504495,,,,,20.968344,2.5396595,,
66715861608328064,56.893271458101644,24.186111613582103,0.6305800770735961,0.5905667,4.405731790634398,-1.3994439650851047,19.675848,1.5910854,,
66715861610524160,56.88610181682673,24.17840149084613,1.6952438781014725,0.05520265,20.29864384557414,-19.013173084845707,15.8670225,1.5086508,,
66715930327819648,56.852801977473476,24.165590904022608,0.1881584571913606,0.25076106,-0.642671084182203,-1.5773872618604268,18.376211,1.0598583,,
66715960392819712,56.834876899011654,24.17084940962312,2.0361845479131886,0.1407608,23.704172730219717,-24.198936061397212,17.360659,2.1131973,,
66715960392824064,56.82834359053271,24.174745187307572,0.2418178758060397,0.5905099,0.683972029329948,-2.3312992578216356,19.696562,1.2570801,,
66716029112307584,56.857118159853435,24.182418182761424,1.7056745994243392,0.6308236,6.82436537957855,-5.0577702664056226,19.90225,1.6965618,,
66716033407171328,56.86025968842132,24.181823077424905,-0.22223002774516504,0.89778364,1.3013412078337283,-15.841847280334976,20.17595,2.1830406,,
66716063472727040,56.87438539690711,24.20152788608406,,,,,21.193432,1.8712902,,
66716136488430208,56.85834762258368,24.203845865771324,2.7067589709756614,0.032554295,5.797786139410533,-11.068464249942313,14.902683,1.6363487,,
66716136489019008,56.87290125295112,24.2053413548071,7.38930585590348,0.1452486,19.19732918641361,-44.76750253968112,17.69065,3.0472088,,
66716170848169856,56.94802340595614,24.14108641274888,-0.005603981049224806,0.28030705,0.35217275104132206,-0.8833407511738742,19.029324,0.9469929,,
66716200910975744,56.95865171455589,24.149218762856187,0.29666013661409,0.451704,-3.018557781131122,-1.3736793393097173,19.672455,1.7740917,,
66716235270715520,56.93529232393435,24.15345758778391,0.9053371155685558,0.24378765,3.5935584342393887,6.417603426159322,18.780111,2.242611,,
66716235270717568,56.94116381466038,24.158521383368907,-0.5330385194772236,0.41981098,0.01251753750226997,-2.0136953276028398,19.553766,1.5502262,,
66716239565934592,56.93374790438186,24.15489897754113,,,,,20.955418,1.8229904,,
66716269629527168,56.95942288924494,24.162707941189772,0.047204611323039034,0.3406853,0.8844297427339134,-3.34319201349515,19.227642,1.5179119,,
66716273925184896,56.95783214318013,24.16482420462921,3.2814845409184605,1.1261863,6.649405563192522,-8.071464638884697,20.435133,1.619648,,
66716273927381760,56.95743611618125,24.168616846275526,0.6442492137223133,0.13500865,-1.5104423243570333,-3.29047278234241,17.900087,1.1490917,,
66716377004397184,56.96087653774684,24.168787167620756,1.7658165172040232,0.063133046,2.8464073058677117,-4.232888896607932,15.936004,,,
66716377006596608,56.96064075892174,24.16840889705338,1.5523420927389653,0.03767739,1.8680837085658246,-3.959563307906988,14.502574,1.4511433,,
66716445724263168,56.92902678817291,24.162589347418344,,,,,20.792543,0.91236115,,
66716475788893056,56.94350228115471,24.167643322103352,2.5105459801763166,0.06138493,-6.106033110229788,-21.81962291782243,16.42775,2.0046844,,
66716475788902016,56.949051503219806,24.176132757466693,,,,,21.005022,1.7833042,,
66716480083617408,56.94122252124946,24.164959665000396,0.5872860579910327,1.1153737,9.269323708365537,-8.52201211838386,20.541723,2.41959,,
66716514443843200,56.92002331047005,24.17163487547952,,,,,20.946371,1.0178318,,
66716544508383232,56.94046554517436,24.182274703818116,-1.0930339919624483,0.71016216,0.8029405762881665,-1.1719874330617523,20.149805,0.8707428,,
66716548805288960,56.92513690786381,24.184129169576032,0.4698944850215517,0.1359948,-0.6794607865256361,-0.5845002301768198,17.066679,1.0806217,,
66716647586656256,56.94898541542723,24.191893549446412,1.0912854725179315,0.44444337,0.430099485610643,-1.1124334510377654,19.536608,0.8395462,,
66716647587606912,56.93396617707928,24.195752534409294,0.3495563395204691,0.08945194,2.1032672640718135,-0.30389235702614004,16.860636,1.1279202,,
66716651884500608,56.94257854784625,24.201364001942263,1.0317606395525338,0.07182362,4.93393360916861,-6.775111345972246,15.5429125,1.202178,,
66717442156680064,56.943611593608765,24.21581504351101,,,,,20.951883,1.320673,,
66717270357600896,56.90043703322832,24.183005616884753,0.620432418298396,0.22475226,0.943771829263693,-0.6638185225066492,18.319962,1.1573925,,
66717300422637696,56.91915623173764,24.202822716997037,-0.0929906662899434,0.17109598,-0.6563520591647061,-1.2307805544189425,18.120655,1.2570572,,
66717339077293824,56.89057571887929,24.194431571532107,1.4656668278033593,1.0850693,-1.3726344458235729,-0.5330125424161954,20.240019,1.0070801,,
66717373437031808,56.91036749179647,24.208046325821186,1.1164831991614184,1.2778945,-1.0958295931123825,0.3767581898501057,20.48169,1.4609623,,
66717403501851264,56.93007976802911,24.196933531785074,1.7848835557925777,0.09654233,-2.4534766281118117,1.811684508444279,17.004675,1.9655247,,
66717407796540800,56.934539575071625,24.206364879278073,0.7381296200695343,0.4204253,0.6183758134689255,-1.132548929964167,19.326069,1.3634396,,
66717407796540928,56.93344505713984,24.206709295442824,0.8239741866765454,0.57708716,-1.812593617519129,-2.8143013312406904,19.746872,1.756321,,
66717442158481664,56.93767882713255,24.21975130224159,1.3108710327346158,0.022171218,0.8660657369604343,-10.044149215739823,14.01512,1.0745525,,
66717442158481920,56.938950651194475,24.217002843200643,0.3249257530777961,0.098438166,2.3240203800802552,-2.2781675089142257,16.9848,1.106596,,
66717472221331968,56.92605861459424,24.213930225296917,,,,,20.874651,1.250946,,
66717510878012160,56.93429375851097,24.224022636472718,0.6477172510831521,0.05599089,5.9928443580096316,4.186103933124935,16.01582,1.1850958,,
66717575300452224,56.89811475608098,24.21536470594741,0.6622267783248821,0.016467264,-0.13796004016233132,-1.9388070342328572,11.989368,1.4460192,1.0261393,0.7915536
66717575300548480,56.894311626371966,24.219911632242532,0.7723965770751847,0.3847876,-3.4552456297692076,-2.298679878350854,19.227465,1.6646137,,
66717609660285056,56.87568556424823,24.213353664432272,1.6599308374530395,0.16697852,6.7352981449321465,-4.130684828357989,17.738174,2.2157516,,
66717613957177216,56.8767397872056,24.216769914924964,0.8034355905833899,0.03144004,13.70468142734861,-6.589303088580248,14.86617,1.1221476,,
66717648314710912,56.88519532396929,24.22728200002205,1.3951549657739364,0.85879695,-2.123159755113971,0.2567253303459116,20.236439,1.6790028,,
66717648314938496,56.88113719602636,24.222101208258326,,,,,20.742924,1.8897667,,
66717648315319936,56.88865413801634,24.226983885079292,,,,,20.8498,1.9119663,,
66717747099244672,56.90167274843064,24.239275991626123,-1.4322100948627094,0.4269271,-0.5862626702456524,-2.3166374928891913,19.54932,0.97105026,,
66717747099244928,56.89972545335907,24.239128755104154,1.852275814659479,0.2431421,2.9433824544923572,-4.172375756464817,18.629013,2.3775883,,
66717751394428160,56.902832051878065,24.239374051966482,-0.6872197928517372,1.1514343,-0.29064500258170217,-0.4358122483983501,20.613157,1.4049759,,
66717884537248256,56.93551628514764,24.23132263116555,0.6297577903192909,0.42790768,10.797105998626671,-7.3078850968454745,19.51681,1.6887302,,
66718163711011840,56.91683138448704,24.255894233030666,-1.202182345754098,0.7965261,-4.529695050112787,-1.1879752392402971,19.988878,2.1030636,,
66727303401692928,56.80184125508443,24.164643085896753,,,,,21.474134,1.474781,,
66727165964457216,56.772532820802006,24.13878115754974,1.061942713293203,0.057109635,1.6135367991733633,2.0809924794318255,15.437298,1.1417952,,
66727200322375936,56.78345540180996,24.155701121576357,,,,,20.762697,1.3457394,,
66727230386990976,56.76592620112243,24.14754639213346,0.6953734270574156,0.29263982,-1.0503451754286868,-4.863315954584545,18.836184,1.3429737,,
66727234683931520,56.76502117317897,24.159487376870935,7.276889102352219,0.021857217,19.333333440782077,-44.72484181110621,13.826407,1.8952541,,
66727234683932288,56.7616900137334,24.15617940769551,0.6113429043549267,0.07656526,1.7881220130908573,-2.6481110821826985,16.862316,1.2191525,,
66727234683960320,56.760485086776846,24.149991010998228,0.6880557489691174,0.02484166,0.8559145821449807,-1.5228321253975041,14.433147,0.7796774,,
